Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"As an Associate Data Scientist, you will be a leading contributor in the implementation of Artificial Intelligence (AI) within Data Collections software applications, API’s, and other data products. This role requires significant interaction with both upstream and downstream stakeholders across Technology, Data, Products, Sales/Service, and Research.

The Associate Data scientist will be responsible for understanding the business requirement, do the data collection, exploratory data analytics, feature engineering and build the models using industry best practices. He/She will coordinate with the engineering team to deploy the models in production using Amazon Web service. He/She will be responsible for acquiring deployment skillsets along with the data science and ML engineering
We are looking for an individual who possesses strong technical development skills, an ability to follow analyst requirements and technical specifications for robust code, and a passion for investment research.

This position reports to the Lead Data Scientist


I10_MstarIndiaPvtLtd Morningstar India Private Ltd. (Delhi) Legal Entity",4.2,"Morningstar
4.2",Mumbai,"Size
5001 to 10000 Employees","Founded
1984","Type
Company - Public","Industry
Financial Analytics & Research","Sector
Finance","Revenue
$1 to $2 billion (USD)"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Email your CV to contact@tenz.ai
Responsibilities
Ability to translate business problems into analytical structures and can be solved using statistical/ML techniques.
3+ years of applied work experience with analytics & machine learning on large datasets.
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL).
Good exposure to exploratory analysis and knack of deriving business insights & value. Comfortable with exploring large data sets.
Develops recommendation from complex data and business analyses and formulates them into business plan.",-1,Tenzai,Bangalore,"Size
Unknown","Type
Company - Public","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"About You

As a Data Scientist at Tide, you will split your time between statistical analysis, identifying and leveraging new data sources, identifying new applications for data science as well as learning about various data technologies. You will be working closely with the business as well as the engineering teams in order to deliver business value within an agile framework.

You will join our data science community of practices and your input on how to improve processes and maintain a high quality will be very welcomed. Career progression is as important to us as it is for you! With our expanding teams and business we will encourage you to outgrow your initial responsibilities, if you so desire. This role offers an exceptional opportunity to make a real difference with responsibilities across engineering practices in a rapidly expanding company!


Working closely with our Business Services team in order to build payment classification and data extraction use cases

Understanding business requirements and solutionize data products in order to solve them

Identifying creative solutions in order to build relevant training data sets

Training models and optimize hyperparameters

Working closely with our data engineers in order to productionize models


You've expertise preferably with Python or other languages such as R, Julia.
You 're incredibly analytical with strong mathematical skills.
You've strong knowledge of machine learning methods.
You've some experience in data science/machine learning libraries(e.g. XGBoost, etc.)
You've strong desire to learn and apply new techniques or solutions.
You're able to interpret and analyze data problems.
You've experience with version control and code repositories (e.g., Bitbucket, Git, GitHub, Markdown).
You're able to collaborate with data and software engineers to enable deployment of sciences and technologies that will scale across the company's ecosystem.
You've excellence in an academic background in a field with statistical, mathematical, computer science or economic focus.

#LI-AS2

Who are Tide?

We're the UK's leading provider of smart current accounts for sole traders and small companies. We're also on a mission to save business owners time and money on their banking and finance admin so they can get back to doing what they love - for too long, these customers have been under-served by the big banks.

Our offices are in London, UK, Sofia, Bulgaria and Hyderabad, India, where our teams are dedicated to our small business members, revolutionizing business banking for SMEs. We are also the leading provider of UK SME business accounts and one of the fastest-growing fintechs in the UK.

We're scaling at speed with a focus on hiring talented individuals with a growth mindset and ownership mentality, who are able to juggle multiple and sometimes changing priorities. Our values show our commitment to working as one team, working collaboratively to take action and deliver results. Member first, we are passionate about our members and put them first. We are data-driven, we make decisions, creating insight using data.

We're also one of LinkedIn's top 10 hottest UK companies to work for.


25 days holiday

Family Medical insurance

Life and Accidental insurance

Dental Benefit

We invest in your development with 20,000INR for professional L&D budget per year

Flexible working options

Here's what we think about diversity and inclusion…

We build our services for all types of small business owners. We aim to be as diverse as our members so we hire people from a variety of backgrounds. We're proud that our diversity not only reflects our multicultural society but that this breadth of experience makes us awesome at solving problems. Everyone here has a voice and you'll be able to make a difference. If you share our values and want to help small businesses, you'll make an amazing Tidean.",4.1,"Careers at Tide
4.1",Hyderābād,"Size
501 to 1000 Employees","Founded
2015","Type
Company - Private","Industry
Internet","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist 2,₹509K - ₹786K (Glassdoor Est.),"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Senior Decision Scientist to help develop PayPal’s Risk strategy within the Identity Risk Lifecycle team. This team is responsible for (1) understanding the people behind our accounts, (2) connecting real world assets to these identities to develop trust and (3) using both sets of data to limit fraud scalability and enable good payment volume. Decisions Scientists on this team are responsible for developing and implementing new risk strategies to ‘challenge’ users to enable good and prevent bad payment volume. Key to this is understanding the funnel so that we can identify friction points and opportunities to improve Good User Pass Rates, including implementing and monitoring existing strategies, developing new strategies to prevent loss, partnering with Product and Data Science teams to develop new attributes, models and product requirements to ensure we deliver the best possible customer experience while meeting loss and revenue targets. Furthermore, Decisions Scientists will partner with teams from across the global to identify, coordinate and react quickly to prevent new and emerging fraud trends, thus preventing losses. If you’re interested in working within the Identify Risk Lifecycle team to solve these emerging, interesting and complex challenges, then please apply!",4.3,"PayPal
4.3",Bangalore,"Size
10000+ Employees","Founded
1998","Type
Company - Public","Industry
Internet","Sector
Information Technology","Revenue
$10+ billion (USD)"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Back-end Python Engineer who will write, test, and refactor Python code for our data analysis components.
You will also design databases and other storage systems that interact with the code in a way that is resilient and fast;
You will collaborate with the Operations and Development teams to tackle the high scalability challenges that come with rapid growth and participate in code review and scrum meetings.
Requirements
Expertise in Python
Familiar in Git and Linux
Work in an Agile Environment",4.7,"Turbolab Technologies
4.7",Cochin,"Size
51 to 200 Employees","Founded
2014","Type
Company - Private","Industry
Internet","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"We provide Virtual Business Process Services to various types of overseas clients and this position is to be part of the team which provides support to USA client from Mortgage Finance industry. Hence we are looking to hire Data Scientist with experience in analyzing large amounts of data and information. Data Scientist will provide data manipulation, scrubbing and synthesizing of information into easy to read weekly, monthly and quarterly reports.
RESPONSIBILITIES
Work with large data sets and produce real-time and streamlined analysis
Work will include analyzing lender performance, asset type, leverage, etc.
Analyze third party vendor data and helping to apply that data retroactively to back-test default history",4.1,"FinAcPlus
4.1",Hyderābād,"Size
1 to 50 Employees","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"BUSINESS UNIT
Governance, Risk & Compliance (GRC) is a division of Wolters Kluwer that provides a broad spectrum of solutions, services and expertise to legal, finance, risk and compliance professionals and small business owners to help manage myriad governance, risk and compliance challenges in dynamic markets and regulatory environments, globally. GRC Solutions serves more than 350,000 customers in more than 150 countries, including 70% of Fortune 500 companies, 92% of the world’s top banks, 90% of the Am Law 100 and more than 300,000 small businesses. The division has a global footprint, with workforce in 28 countries. Our clients include corporate legal departments, insurers, small businesses, financial services companies, brand professionals, underwriters, governments and compliance and risk professionals.
RESPONSIBILITY",3.6,"Wolters Kluwer
3.7",Pune,"Size
10000+ Employees","Founded
1836","Type
Company - Public","Industry
Consulting","Sector
Business Service","Revenue
$2 to $5 billion (USD)"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Requirements
Should have good knowledge of statistics and machine learning techniques
Should able able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value
Should have good problem solving skills
Should have working knowledge or experience with tools such as R, Matlab etc
Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve customer problem
Should be able to prepare datasets, tune params, select set of attributes etc to ensure the model trained solves the problem in efficient manner",3.4,"IQLECT
3.4",Bangalore,"Size
1 to 50 Employees","Founded
2015","Type
Company - Private","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Purplegrids is a market leader in the development of advanced Conversational AI Platform that revolutionise customer experience. Our mission has been dedicated to natural language AI for the past 4 years. Using AI, we automate, assist and deliver insight into customer engagement for many leading businesses across multiple sectors.
Location
Bangalore, India
Responsibilities
Designs Conversation Scripts, Bot Responses and user journey to create consumer facing Chatbots with personality, character and human user interactions.
Responsible for Designing and testing of chat conversations, flows, and user journeys based on different bot personas.",-1,Purplegrids,Bangalore,-1,-1,-1,-1,-1,-1
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Business Title: - Data Scientist
Job Location: Pune
Experience: 5 – 10 Years
Employment Type: Full Time
Shift Timings: UK Timings

Description: Stratacent is seeking a Data Scientist professional with a hands-on development experience of 5-10 years and having very good knowledge of Time Series Forecasting and Analytics. The candidate should have sharp design and debugging skills, and proven record of developing to requirements with client focused delivery. Candidate should have proven analytical & problem-solving skills, excellent verbal & written communication skills and the ability to address small & large audiences when required.
Furthermore, you will be joining a friendly team with a broad range of experience.",3.8,"Stratacent
3.8",Pune,"Size
51 to 200 Employees","Type
Unknown","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Location: Bangalore

Role and Responsibilities
You will perform analyses, build models, and design/conduct experiments to improve road safety and reduce accidents. You will
Design, develop and evaluate statistical and predictive models to understand driving risk.
Build models and design product features to improve scores, compliance and other key metrics.",3.6,"Netradyne
3.6",Bangalore,"Size
51 to 200 Employees","Type
Contract","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Responsibilities and Duties
2+ years relevant experience in Python developing complex data processing/machine learning scripts
Hands-on Industry experience in predictive modeling, data science and analysis
Experience with programming languages, such as Python, Java
Experience with using data visualization tools
Experience using ML libraries, such as scikit-learn, caret, mlr, mllib and Deep Learning frameworks like Tensorflow and Keras to build DL models
Open to working regularly with colleagues based in different cities, countries, and different time zones.",3.9,"Innominds Software
3.9",Hyderābād,"Size
501 to 1000 Employees","Founded
2003","Type
Company - Private","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
$25 to $50 million (USD)"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Req ID:110961
We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 75 000 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact.
POSITION: DATA SCIENTIST
Alstom announces an opening for a Data Scientist at our Bangalore, India site. This position supports the ADM Mobility Analytics program by developing, testing, validating, and industrializing Machine Learning (ML) algorithms for different data-driven applications in the Mobility domain. The main goal of the ADM Mobility Analytics program is to develop ML software modules in order to improve customer performance and experience using existing and new data analytics, supported by advanced simulations and domain experts. The main purpose of this position is to support senior data scientists and DevOps/MLOps engineers to develop zero-to-hero analytics applications (‘proof of concept” to “free-for-tender”) in maintenance, operations, energy, and city flow domains and secure successful field trials with our customers. In this capacity, you will be able to work on our next generation data-driven solutions for the Mobility industry, within a lean startup environment, in collaboration with engineering & mobility experts, data engineers, DevOps/software engineers, and HMI designers/storytellers.",3.5,"ALSTOM
3.9",Bangalore,"Size
10000+ Employees","Founded
1928","Type
Company - Public","Industry
Industrial Manufacturing","Sector
Manufacturing","Revenue
$5 to $10 billion (USD)"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Overview:
The team that looks at constantly extracting valuable information for use in strategic decision making, product development, trend analysis, and forecasting. We deal with all kinds of structured/unstructured (image, text, etc) data and build data-driven solutions to solve customer problems. Our continued endeavor is to help users find a suitable match for themselves at the earliest.

Here is what we look for in a Data Scientist :
At Shaadi, we always put our users first. We are looking for A Data Scientist who is continuously adapting to new technologies and excited to work on products that affect millions of people every day.",4.5,"People Interactive Pvt Ltd.
4.5",Remote,"Size
1001 to 5000 Employees","Founded
1996","Type
Company - Private","Industry
Internet","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹509K - ₹786K (Glassdoor Est.),"Job Description
About the Role: This is a rare opportunity to join a small but fast-growing team, where you will play a major role in shaping Biz2Credit?s future. We?re looking for an exceptional candidate that is excited about the opportunity to build a next-generation financial services business. We believe that there is a tremendous opportunity to leverage cutting-edge data science to inform smarter, faster decision making.
As a Biz2Credit Data Scientist, you will shape the company?s data-centric culture, work closely with our engineering team to develop our analytics infrastructure, and collaborate closely with our Chief Data Officer on developing, validating, and automating our customer conversion and underwriting models. While a background in financial services is not required, you must be passionate about tackling complex data challenges for the benefit of small and medium businesses everywhere.",3.9,"Biz2Credit Inc
3.9",Noida,"Size
201 to 500 Employees","Founded
2007","Type
Company - Private","Industry
Lending","Sector
Finance","Revenue
$100 to $500 million (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"What will you gain working at ZF WABCO
Innovative products and technologies
Challenging and dynamic working environment
Globally minded and multicultural workplace
Variety of opportunities for personal professional growth",3.8,"Wabco
3.8",Bangalore,"Size
10000+ Employees","Founded
1869","Type
Company - Public","Industry
Transport Equipment Manufacturing","Sector
Manufacturing","Revenue
$2 to $5 billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Overview:
The team that looks at constantly extracting valuable information for use in strategic decision making, product development, trend analysis, and forecasting. We deal with all kinds of structured/unstructured (image, text, etc) data and build data-driven solutions to solve customer problems. Our continued endeavor is to help users find a suitable match for themselves at the earliest.

Here is what we look for in a Data Scientist :
At Shaadi, we always put our users first. We are looking for A Data Scientist who is continuously adapting to new technologies and excited to work on products that affect millions of people every day.",4.5,"People Interactive Pvt Ltd.
4.5",Remote,"Size
1001 to 5000 Employees","Founded
1996","Type
Company - Private","Industry
Internet","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Required Experience, Skills and Qualifications :
Basic understanding of statistics, linear algebra and calculus.

Good understanding of data structures.

Proficient in Python and should have worked on statistical packages

Good understanding of AI and ML technology









Qualification : Bachelor of Computer Application Bachelor of Engineering/ Bachelor of Technology Master of Computer Application Masters of Engineering/ Masters of Technology
Working Days : 5 Days a Week ( to )
Job Nature : Full Time",-1,Saffron Consultancy Services,New Delhi,"Size
Unknown","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Ingredion is currently recruiting for the position of Data Scientist. In this role, we are seeking a skilled, passionate individual who has a rich background of working with variety of data and data sources and providing meaningful predictive outcomes. In this exciting start-up environment, you'll have the opportunity to develop data science processes from the ground up and work directly with decision-making leaders to shape the future of Ingredion’s most important strategic initiatives.
Responsibilities:
Develop and validate statistical forecasting models or predictive models and tools
Research and evaluate innovative analytical methodologies, approaches, and solutions
Collaborate with data engineering, analytics and data integration teams to set objectives, approaches, and work plans
No",3.8,"Ingredion
3.8",Mumbai,"Size
10000+ Employees","Founded
1906","Type
Company - Public","Industry
Food & Drink Manufacturing","Sector
Manufacturing","Revenue
$5 to $10 billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Job Description
Roles and Responsibilities
5+ years of hands-on experience in Data Sciences and at least 2+ years of experience in leading Data Science projects
Highly proficient with Python, NLP, Deep Learning and Machine Learning techniques
Experienced in using transformers (such as BERT, GPT etc.)
Worked in the area of document processing
Experienced in working with CMR technologies (such as Kofax)
Led projects in the area of AI-led automation
Experience in deploying production-grade systems
Should be able to drive the projects end-to-end and manage client support beyond deployment
Should be able to work cross-functionally with Operations and RPA teams




Salary not a constraint for the right candidate.",4.5,"Futures and Careers
4.5",Bangalore,"Size
1 to 50 Employees","Type
Private Practice / Firm","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Company Overview
American multinational manufacturer and marketer of branded consumer foods sold through retail stores.

Develop novel ways to help business partners achieve objectives through analysis & modelling
Think outside the box to identify & test new sources of information that unlock new business value
Curate and connect external data sets for broad enterprise-wide analytic usage",3.7,"RGF Professional Recruitment
3.7",Mumbai,"Size
51 to 200 Employees","Founded
2011","Type
Unknown","Industry
Staffing & Outsourcing","Sector
Business Service","Revenue
Unknown / Non-Applicable"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Job Overview
We are looking for a Data Scientist who will support our digital workplace operations, innovation, leadership ,and engineering teams with insights gained from analyzing our data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. This position will report to the office of the Digital Workplace Chief Innovation Officer.",3.5,"Atos Global IT Solutions & Services
3.5",Bangalore,"Size
10000+ Employees","Founded
1919","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$10+ billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"We are especially looking for applicants with a strong background in Analytics and Data mining (Web, Social and Big data), Machine Learning and Pattern Recognition, Natural Language Processing and Computational Linguistics, Statistical Modelling and Inferencing, Information Retrieval, Large Scale Distributed Systems and Cloud Computing, Econometrics and Quantitative Marketing, Applied Game Theory and Mechanism Design, Operations Research and Optimization, Human Computer Interaction and Information Visualization. Applicants with a background in other quantitative areas are also encouraged to apply. If you are passionate about research and developing innovative technologies of interest to Zycus and the research community at large, the BigData Experience Lab may be the right place for you.
All successful candidates are expected to dive deep into problem areas of Zycus’s interest and invent technology solutions to not only advance the current products, but also to generate new product options that can strategically advantage Zycus
Data Scientist will report to Director Engineering - Data Scientist & the roles & responsibilities are as below:

Skills

Five Reasons Why You Should Join Zycus
About Us
Zycus is a leading global provider of A.I. powered Source-to-Pay suite for procurement, finance, and AP organizations. Our comprehensive product portfolio includes eProcurement, eInvoicing, Spend Analysis, eSourcing, Contract Management, Supplier Management, Financial Savings Management, Project Management, Request Management, Supplier Network, Insight Studio, and Merlin A.I. Suite with intelligent BOTs. Our spirit of innovation and passion to help organizations create greater business impact is reflected among the hundreds of procurement solution deployments that we have undertaken over the years.",3.4,"Zycus
3.4",Bangalore,"Size
501 to 1000 Employees","Founded
1998","Type
Company - Private","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
$5 to $10 million (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Donaldson is committed to solving the world’ s most complex filtration challenges. Employing innovation and breakthrough solutions, we are advancing filtration for a cleaner world. We look for the best people to help us succeed, offering opportunities to learn, effect change, and make meaningful contributions at work and in our communities. This is a place where you can make a world of difference.

Modeling and simulation is an enabler technology to develop Donaldson's filtration technology, product, and solution. Modeling and Simulation is also known as virtual prototyping, digital A28prototyping, etc. As a strategic direction in Donaldson Corporate Technology, modeling and simulation allows us to have short time to market, reduce project cost, and optimize the performance of product/technology.",3.9,"Donaldson
3.9",Gurgaon,"Size
10000+ Employees","Founded
1915","Type
Company - Public","Industry
Miscellaneous Manufacturing","Sector
Manufacturing","Revenue
$2 to $5 billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Candidate should be able to analyse data and discover information, with high level inputs from the functional team. Understanding of data mining techniques and statistical analysis is important.",3.2,"Pattern Effects Labs
3.2",Bangalore,"Size
1 to 50 Employees","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"About Mindcurv
We help our customers rethink their digital business, experiences, and technology to navigate the new digital reality. We do this by designing sustainable and accountable solutions for humans living in a digital world. Mindcurv holistically covers the market’s need to digitize business processes and customer experiences and take advantage of the cloud following DevOps and agile principles.
Within Digital Platforms & Experiences we design and fully craft tailored solutions for our customers enabling them to get the most out of their business. We design and build a solid foundation in commerce, marketplace, responsive design, DXP and order management to name a few.",4.6,"Mindcurv
4.6",Cochin,"Size
201 to 500 Employees","Founded
2011","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"About Mindcurv
We help our customers rethink their digital business, experiences, and technology to navigate the new digital reality. We do this by designing sustainable and accountable solutions for humans living in a digital world. Mindcurv holistically covers the market’s need to digitize business processes and customer experiences and take advantage of the cloud following DevOps and agile principles.
Within Digital Platforms & Experiences we design and fully craft tailored solutions for our customers enabling them to get the most out of their business. We design and build a solid foundation in commerce, marketplace, responsive design, DXP and order management to name a few.",4.6,"Mindcurv
4.6",Cochin,"Size
201 to 500 Employees","Founded
2011","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Ganit has flipped the data science value chain as we do not start with a technique but for us, consumption comes first. With this philosophy, we have successfully scaled from being a small start-up to a 200 resource company with clients in the US, Singapore, Africa, UAE, and India.
We are looking for experienced data enthusiasts who can make the data talk to them.

You will:
Understand business problems and translate business requirements into technical requirements.
Conduct complex data analysis to ensure data quality & reliability i.e., make the data talk by extracting, preparing, and transforming it.",3.8,"Ganit
3.8",Bangalore,"Size
51 to 200 Employees","Founded
2017","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Ganit has flipped the data science value chain as we do not start with a technique but for us, consumption comes first. With this philosophy, we have successfully scaled from being a small start-up to a 200 resource company with clients in the US, Singapore, Africa, UAE, and India.
We are looking for experienced data enthusiasts who can make the data talk to them.

You will:
Understand business problems and translate business requirements into technical requirements.
Conduct complex data analysis to ensure data quality & reliability i.e., make the data talk by extracting, preparing, and transforming it.",3.6,"Ganit
3.8",Bangalore,"Size
501 to 1000 Employees","Founded
1999","Type
Company - Public","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
$100 to $500 million (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Site Name: Bengaluru Luxor North Tower
Posted Date: May 25 2021

GSK is one of the world’s foremost pharmaceutical and healthcare companies, and we are proud to be part of an industry that improves the lives of others. We are embarking on a significant transformation journey that will support GSK in becoming a top-quartile data-enabled organization.
This is an exciting time to join GSK. The world of master data management is changing, and it is no longer just about managing data. You will be part of a team that is building a robust master data management framework and service, that will allow GSK to drive higher value by placing data at the core of their strategic and operational decisions. We will be embracing new data technology that will improve the development, manufacture, and distribution of GSK’s vital products to patients and consumers around the world.",3.8,"GSK
3.8",Bangalore,"Size
10000+ Employees","Founded
1830","Type
Company - Public","Industry
Biotech & Pharmaceutical","Sector
Biotech & Pharmaceutical","Revenue
$10+ billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Title:
Data ScientistUnder general supervision, independently applies advanced engineering techniques, makes decisions on engineering problems and methods, and represents the organization in conferences to resolve important questions or to negotiate with key engineers and officials of other organizations. Provides technical guidance to designers and less experienced engineers and is consulted extensively by associates and others with a high degree of reliance placed on scientific interpretations and advice. Job role is responsible for a measurable asset such as an assigned staff and budget. Skills are typically acquired through an undergraduate degree in Engineering and a minimum of 7 years related experience, with average experience ranging from 10+ years.
Scheduled Weekly Hours:
40",3.7,"KBR
3.7",Pune,"Size
10000+ Employees","Founded
1901","Type
Company - Public","Industry
Construction","Sector
Construction, Repair & Maintenance","Revenue
$5 to $10 billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Job Title:
Data Scientist
Exp:
2 - 5 Years
Job Location:
Kolkata
Job Type:
Full Time",3.2,"Business Brio
3.2",Calcutta,"Size
1 to 50 Employees","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Roles and Responsibilities
Research and develop advanced statistical and machine learning models for analysis of large-scale, high-dimensional data.
Dig deeper into data, understand characteristics of data, evaluate alternate models and validate hypothesis through theoretical and empirical approaches.
Productize proven or working models into production quality code.
Stay current with latest research and technology ideas; share knowledge by clearly articulating results and ideas to key decision makers.


Desired Candidate Profile",3.1,"Ripples India
3.1",Mumbai,"Size
1 to 50 Employees","Type
Company - Private","Industry
Industrial Manufacturing","Sector
Manufacturing","Revenue
Unknown / Non-Applicable",-1
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Job Description
Applies developed subject matter knowledge to solve common and complex business issues within established guidelines and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment within generally defined policies and practices to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues.
Responsibilities
Mines data using modern tools and programming languages.",4.2,"HP
4.2",Bangalore,"Size
10000+ Employees","Founded
1939","Type
Company - Public","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Date: 04-Jun-2021
Country: India
Function: Information Technology
Sub-Function:





About Us
Olam International is a leading food and agri-business supplying food, ingredients, feed and fibre to over 19,800 customers worldwide. Our value chain spans over 60 countries and includes farming, processing and distribution operations, as well as a sourcing network of 4.8 million farmers. Through our purpose to 'Re-imagine Global Agriculture and Food Systems', Olam aims to address the many challenges involved in meeting the needs of a growing global population, while achieving positive impact for farming communities, our planet and all our stakeholders. Headquartered and listed in Singapore, Olam currently ranks among the top 30 largest primary listed companies in terms of market capitalisation on SGX-ST.",3.8,"Olam Group
3.8",India,"Size
10000+ Employees","Founded
1989","Type
Company - Public","Industry
Food Production","Sector
Agriculture & Forestry","Revenue
$10+ billion (USD)"
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Primary skills:
Highly qualified Data Science Professional who can create business value with Visualization / Statistics.
Extensive experience in Machine learning algorithms such as Regression, Advanced Regression, Classification Techniques, Segmentation, Clustering, Dimension Reduction, Ensembles Techniques to build models.
Combine business knowledge, insights, statistical techniques and data mining techniques to identify behavioral trends
Strong knowledge of machine learning algorithms, linear regression, logistic regression, KNN, Random Forest, Support Vector Machines and Natural Language Processing.
Proficient in Machine Learning, R, PYTHON.",3.0,"Data Patterns
3.0",Noida,"Size
51 to 200 Employees","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
$500 million to $1 billion (USD)",-1
Data Scientist,₹522K - ₹587K (Glassdoor Est.),"Key responsibilities:
1. Work closely with your business to identify issues and use data to propose solutions for effective decision making.
2. Build algorithms and design experiments to merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organisation.
3. Use machine learning tools and statistical techniques to produce solutions to problems.
4. Test data mining models to select the most appropriate ones for use on a project
maintain clear and coherent communication, both verbal and written, to understand data needs and report results.
5. Create clear reports that tell compelling stories about how customers or clients work with the business.
6. Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
7. Horizon scan to stay up to date with the latest technology, techniques, and methods
conduct research from which you'll develop prototypes and proof of concepts.
8. Look for opportunities to use insights/datasets/code/models across other functions in the organization.
9. Stay curious and enthusiastic about using algorithms to solve problems and enthuse others to see the benefit of your work.",-1,Wobb.ai,New Delhi,-1,-1,-1,-1,-1,-1
